***********************************************************************
dp1 - Testcases parameters N: 300000000, Iterations: 20
***********************************************************************
Iteration:  138 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.472 GB/sec, F: 1.737 GFLOP/sec
Iteration:  139 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.469 GB/sec, F: 1.736 GFLOP/sec
Iteration:  140 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.468 GB/sec, F: 1.736 GFLOP/sec
Iteration:  141 ~ R: 1000000.000000, T: 0.001155 sec, B: 6.453 GB/sec, F: 1.732 GFLOP/sec
Iteration:  142 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.736 GFLOP/sec
Iteration:  143 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.470 GB/sec, F: 1.737 GFLOP/sec
Iteration:  144 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.480 GB/sec, F: 1.739 GFLOP/sec
Iteration:  145 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.472 GB/sec, F: 1.737 GFLOP/sec
Iteration:  146 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  147 ~ R: 1000000.000000, T: 0.001153 sec, B: 6.460 GB/sec, F: 1.734 GFLOP/sec
Iteration:  148 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.476 GB/sec, F: 1.738 GFLOP/sec
Iteration:  149 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.476 GB/sec, F: 1.738 GFLOP/sec
Iteration:  150 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.472 GB/sec, F: 1.737 GFLOP/sec
Iteration:  151 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.475 GB/sec, F: 1.738 GFLOP/sec
Iteration:  152 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  153 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.471 GB/sec, F: 1.737 GFLOP/sec
Iteration:  154 ~ R: 1000000.000000, T: 0.001155 sec, B: 6.453 GB/sec, F: 1.732 GFLOP/sec
Iteration:  155 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.473 GB/sec, F: 1.738 GFLOP/sec
Iteration:  156 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  157 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.471 GB/sec, F: 1.737 GFLOP/sec
Iteration:  158 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.474 GB/sec, F: 1.738 GFLOP/sec
Iteration:  159 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  160 ~ R: 1000000.000000, T: 0.001156 sec, B: 6.446 GB/sec, F: 1.730 GFLOP/sec
Iteration:  161 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.470 GB/sec, F: 1.737 GFLOP/sec
Iteration:  162 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.479 GB/sec, F: 1.739 GFLOP/sec
Iteration:  163 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.479 GB/sec, F: 1.739 GFLOP/sec
Iteration:  164 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.468 GB/sec, F: 1.736 GFLOP/sec
Iteration:  165 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  166 ~ R: 1000000.000000, T: 0.001153 sec, B: 6.464 GB/sec, F: 1.735 GFLOP/sec
Iteration:  167 ~ R: 1000000.000000, T: 0.001154 sec, B: 6.454 GB/sec, F: 1.732 GFLOP/sec
Iteration:  168 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  169 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  170 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.476 GB/sec, F: 1.739 GFLOP/sec
Iteration:  171 ~ R: 1000000.000000, T: 0.001153 sec, B: 6.461 GB/sec, F: 1.734 GFLOP/sec
Iteration:  172 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  173 ~ R: 1000000.000000, T: 0.001156 sec, B: 6.444 GB/sec, F: 1.730 GFLOP/sec
Iteration:  174 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.468 GB/sec, F: 1.736 GFLOP/sec
Iteration:  175 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.472 GB/sec, F: 1.737 GFLOP/sec
Iteration:  176 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.467 GB/sec, F: 1.736 GFLOP/sec
Iteration:  177 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.473 GB/sec, F: 1.738 GFLOP/sec
Iteration:  178 ~ R: 1000000.000000, T: 0.001154 sec, B: 6.458 GB/sec, F: 1.734 GFLOP/sec
Iteration:  179 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.468 GB/sec, F: 1.736 GFLOP/sec
Iteration:  180 ~ R: 1000000.000000, T: 0.001155 sec, B: 6.448 GB/sec, F: 1.731 GFLOP/sec
Iteration:  181 ~ R: 1000000.000000, T: 0.001153 sec, B: 6.460 GB/sec, F: 1.734 GFLOP/sec
Iteration:  182 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.736 GFLOP/sec
Iteration:  183 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.736 GFLOP/sec
Iteration:  184 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.479 GB/sec, F: 1.739 GFLOP/sec
Iteration:  185 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.469 GB/sec, F: 1.736 GFLOP/sec
Iteration:  186 ~ R: 1000000.000000, T: 0.001154 sec, B: 6.455 GB/sec, F: 1.733 GFLOP/sec
Iteration:  187 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.473 GB/sec, F: 1.738 GFLOP/sec
Iteration:  188 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.473 GB/sec, F: 1.737 GFLOP/sec
Iteration:  189 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.479 GB/sec, F: 1.739 GFLOP/sec
Iteration:  190 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.469 GB/sec, F: 1.737 GFLOP/sec
Iteration:  191 ~ R: 1000000.000000, T: 0.001150 sec, B: 6.477 GB/sec, F: 1.739 GFLOP/sec
Iteration:  192 ~ R: 1000000.000000, T: 0.001157 sec, B: 6.441 GB/sec, F: 1.729 GFLOP/sec
Iteration:  193 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  194 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.735 GFLOP/sec
Iteration:  195 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  196 ~ R: 1000000.000000, T: 0.001153 sec, B: 6.462 GB/sec, F: 1.735 GFLOP/sec
Iteration:  197 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.466 GB/sec, F: 1.736 GFLOP/sec
Iteration:  198 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.473 GB/sec, F: 1.738 GFLOP/sec
Iteration:  199 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.736 GFLOP/sec
Iteration:  200 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.468 GB/sec, F: 1.736 GFLOP/sec
Iteration:  201 ~ R: 1000000.000000, T: 0.001152 sec, B: 6.465 GB/sec, F: 1.735 GFLOP/sec
Iteration:  202 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.475 GB/sec, F: 1.738 GFLOP/sec
Iteration:  203 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.472 GB/sec, F: 1.737 GFLOP/sec
Iteration:  204 ~ R: 1000000.000000, T: 0.001151 sec, B: 6.474 GB/sec, F: 1.738 GFLOP/sec
Iteration:  205 ~ R: 1000000.000000, T: 0.001155 sec, B: 6.449 GB/sec, F: 1.731 GFLOP/sec
